f[GHz],theta[deg],phi[deg],RCS[dB]
27,-52,100,-19.841
27,-50,100,-30.05
27,-48,100,-21.711
27,-46,100,-26.057
27,-44,100,-24.542
27,-42,100,-17.994
27,-40,100,-26.181
27,-38,100,-21.992
27,-36,100,-24.149
27,-34,100,-19.603
27,-32,100,-15.424
27,-30,100,-22.064
27,-28,100,-26.348
27,-26,100,-22.552
27,-24,100,-14.653
27,-22,100,-12.448
27,-20,100,-12.721
27,-18,100,-14.459
27,-16,100,-14.002
27,-14,100,-12.488
27,-12,100,-14.24
27,-10,100,-13.164
27,-8,100,-17.57
27,-6,100,-26.054
27,-4,100,-10.376
27,-2,100,-5.4352
27,0,100,1.8868
27,2,100,-3.2582
27,4,100,-13.788
27,6,100,-20.997
27,8,100,-20.159
27,10,100,-25.332
27,12,100,-19.12
27,14,100,-20.17
27,16,100,-18.887
27,18,100,-16.77
27,20,100,-22.237
27,22,100,-24.184
27,24,100,-34.643
27,26,100,-17.745
27,28,100,-16.776
27,30,100,-20.653
27,32,100,-23.435
27,34,100,-21.406
27,36,100,-29.03
27,38,100,-18.478
27,40,100,-28.008
27,42,100,-26.786
27,44,100,-17.289
27,46,100,-25.542
27,48,100,-17.653
27,50,100,-24.22
27,52,100,-28.082
27,54,100,-29.287
27,56,100,-26.67
27,58,100,-23.465
27,60,100,-17.662
27,62,100,-17.958
27,64,100,-24.929
27,66,100,-29.808
27,68,100,-23.326
27,70,100,-22.581
27,72,100,-20.742
27,74,100,-19.175
27,76,100,-32.644
27,78,100,-24.758
27,80,100,-19.117
27,82,100,-27.405
27,84,100,-22.435
27,86,100,-25.203
27,88,100,-21.676
27,90,100,-19.637
27,-90,102,-19.773
27,-88,102,-17.775
27,-86,102,-24.469
27,-84,102,-17.613
27,-82,102,-17.963
27,-80,102,-22.738
27,-78,102,-27.502
27,-76,102,-24.32
27,-74,102,-22.518
27,-72,102,-25.24
27,-70,102,-27.894
27,-68,102,-31.458
27,-66,102,-21.531
27,-64,102,-22.762
27,-62,102,-28.943
27,-60,102,-30.461
27,-58,102,-36.374
27,-56,102,-22.904
27,-54,102,-34.993
27,-52,102,-17.864
27,-50,102,-28.306
27,-48,102,-29.263
27,-46,102,-22.388
27,-44,102,-22.622
27,-42,102,-20.48
27,-40,102,-31.257
27,-38,102,-23.02
27,-36,102,-28.958
27,-34,102,-24.768
27,-32,102,-16.724
27,-30,102,-26.512
27,-28,102,-26.48
27,-26,102,-18.327
27,-24,102,-16.848
27,-22,102,-15.01
27,-20,102,-13.751
27,-18,102,-15.1
27,-16,102,-14.772
27,-14,102,-13.559
27,-12,102,-15.685
27,-10,102,-13.404
27,-8,102,-16.398
27,-6,102,-20.911
27,-4,102,-10.778
27,-2,102,-5.4872
27,0,102,2.0008
27,2,102,-3.3372
27,4,102,-14.215
27,6,102,-21.371
27,8,102,-21.085
27,10,102,-23.495
27,12,102,-20.363
27,14,102,-18.472
27,16,102,-16.155
27,18,102,-18.414
27,20,102,-18.965
27,22,102,-22.197
27,24,102,-29.499
27,26,102,-16.451
27,28,102,-17.537
27,30,102,-25.516
27,32,102,-30.227
27,34,102,-18.102
27,36,102,-26.574
27,38,102,-16.885
27,40,102,-30.982
27,42,102,-23.761
27,44,102,-18.182
27,46,102,-21.355
27,48,102,-17.335
27,50,102,-18.463
27,52,102,-26.355
27,54,102,-25.222
27,56,102,-17.142
27,58,102,-34.978
27,60,102,-21.311
27,62,102,-17.806
27,64,102,-18.439
27,66,102,-24.524
27,68,102,-17.211
27,70,102,-26.701
27,72,102,-32.322
27,74,102,-27.109
27,76,102,-31.491
27,78,102,-20.097
27,80,102,-18.369
27,82,102,-26.66
27,84,102,-18.957
27,86,102,-20.994
27,88,102,-19.058
27,90,102,-16.986
27,-90,104,-20.2
27,-88,104,-21.405
27,-86,104,-19.923
27,-84,104,-23.07
27,-82,104,-12.97
27,-80,104,-21.576
27,-78,104,-27.655
27,-76,104,-22.658
27,-74,104,-20.818
27,-72,104,-26.94
27,-70,104,-45.028
27,-68,104,-25.077
27,-66,104,-22.716
27,-64,104,-25.915
27,-62,104,-24.167
27,-60,104,-37.44
27,-58,104,-23.194
27,-56,104,-19.175
27,-54,104,-33.61
27,-52,104,-17.828
27,-50,104,-31.165
27,-48,104,-29.193
27,-46,104,-19.835
27,-44,104,-23.276
27,-42,104,-24.603
27,-40,104,-29.655
27,-38,104,-21.197
27,-36,104,-27.658
27,-34,104,-33.795
27,-32,104,-17.353
27,-30,104,-23.744
27,-28,104,-32.578
27,-26,104,-17.562
27,-24,104,-20.216
27,-22,104,-17.608
27,-20,104,-16.204
27,-18,104,-17.209
27,-16,104,-16.259
27,-14,104,-15.558
27,-12,104,-16.661
27,-10,104,-14.007
27,-8,104,-15.3
27,-6,104,-18.942
27,-4,104,-10.855
27,-2,104,-5.6722
27,0,104,1.9058
27,2,104,-3.6612
27,4,104,-14.145
27,6,104,-22.004
27,8,104,-20.141
27,10,104,-22.789
27,12,104,-20.242
27,14,104,-16.436
27,16,104,-15.155
27,18,104,-17.061
27,20,104,-17.818
27,22,104,-24.004
27,24,104,-33.321
27,26,104,-15.809
27,28,104,-19.389
27,30,104,-33.832
27,32,104,-41.505
27,34,104,-19.308
27,36,104,-25.926
27,38,104,-17.612
27,40,104,-29.197
27,42,104,-27.562
27,44,104,-23.46
27,46,104,-20.502
27,48,104,-19.77
27,50,104,-18.957
27,52,104,-21.324
27,54,104,-23.403
27,56,104,-14.236
27,58,104,-19.256
27,60,104,-23.991
27,62,104,-25.224
27,64,104,-21.092
27,66,104,-24.246
27,68,104,-16.696
27,70,104,-18.883
27,72,104,-24.751
27,74,104,-26.358
27,76,104,-27.489
27,78,104,-21.634
27,80,104,-17.345
27,82,104,-18.913
27,84,104,-22.85
27,86,104,-22.079
27,88,104,-22.393
27,90,104,-18.352
27,-90,106,-18.242
27,-88,106,-24.406
27,-86,106,-17.644
27,-84,106,-23.55
27,-82,106,-14.453
27,-80,106,-21.382
27,-78,106,-25.489
27,-76,106,-25.337
27,-74,106,-24.547
27,-72,106,-25.138
27,-70,106,-26.89
27,-68,106,-25.169
27,-66,106,-22.273
27,-64,106,-25.081
27,-62,106,-21.466
27,-60,106,-35.877
27,-58,106,-25.546
27,-56,106,-22.27
27,-54,106,-29.694
27,-52,106,-21.537
27,-50,106,-26.718
27,-48,106,-26.067
27,-46,106,-23.741
27,-44,106,-35.694
27,-42,106,-31.916
27,-40,106,-22.719
27,-38,106,-21.72
27,-36,106,-21.096
27,-34,106,-29.364
27,-32,106,-20.148
27,-30,106,-21.02
27,-28,106,-25.283
27,-26,106,-17.986
27,-24,106,-23.115
27,-22,106,-22.476
27,-20,106,-18.542
27,-18,106,-19.62
27,-16,106,-21.167
27,-14,106,-18.808
27,-12,106,-17.438
27,-10,106,-15.565
27,-8,106,-14.34
27,-6,106,-15.676
27,-4,106,-10.439
27,-2,106,-5.6932
27,0,106,1.9078
27,2,106,-3.6142
27,4,106,-14.233
27,6,106,-22.183
27,8,106,-20.98
27,10,106,-22.566
27,12,106,-20.257
27,14,106,-16.268
27,16,106,-13.453
27,18,106,-19.428
27,20,106,-18.399
27,22,106,-24.005
27,24,106,-32.335
27,26,106,-15.765
27,28,106,-21.856
27,30,106,-34.385
27,32,106,-25.602
27,34,106,-21.807
27,36,106,-31.358
27,38,106,-19
27,40,106,-35.176
27,42,106,-32.27
27,44,106,-26.688
27,46,106,-18.379
27,48,106,-26.901
27,50,106,-23.687
27,52,106,-19.97
27,54,106,-21.596
27,56,106,-15.5
27,58,106,-14.269
27,60,106,-25.64
27,62,106,-27.793
27,64,106,-42.044
27,66,106,-29.254
27,68,106,-20.538
27,70,106,-16.355
27,72,106,-18.618
27,74,106,-22.96
27,76,106,-39.033
27,78,106,-22.501
27,80,106,-19.748
27,82,106,-24.273
27,84,106,-26.191
27,86,106,-22.708
27,88,106,-24.633
27,90,106,-28.553
27,-90,108,-18.496
27,-88,108,-21.577
27,-86,108,-19.53
27,-84,108,-24.374
27,-82,108,-17.763
27,-80,108,-24.611
27,-78,108,-28.978
27,-76,108,-27.332
27,-74,108,-19.086
27,-72,108,-20.408
27,-70,108,-35.599
27,-68,108,-28.21
27,-66,108,-23.014
27,-64,108,-23.372
27,-62,108,-24.388
27,-60,108,-30.98
27,-58,108,-26.109
27,-56,108,-24.928
27,-54,108,-26.198
27,-52,108,-23.363
27,-50,108,-21.564
27,-48,108,-25.126
27,-46,108,-29.268
27,-44,108,-29.29
27,-42,108,-26.415
27,-40,108,-20.442
27,-38,108,-27.423
27,-36,108,-18.643
27,-34,108,-23.369
27,-32,108,-23.866
27,-30,108,-20.518
27,-28,108,-23.031
27,-26,108,-21.983
27,-24,108,-22.015
27,-22,108,-27.727
27,-20,108,-22.701
27,-18,108,-20.828
27,-16,108,-22.208
27,-14,108,-24.101
27,-12,108,-17.855
27,-10,108,-16.872
27,-8,108,-13.718
27,-6,108,-13.16
27,-4,108,-10.494
27,-2,108,-5.7332
27,0,108,1.8848
27,2,108,-3.5562
27,4,108,-13.455
27,6,108,-23.194
27,8,108,-21.055
27,10,108,-22.161
27,12,108,-20.965
27,14,108,-16.739
27,16,108,-13.226
27,18,108,-26.651
27,20,108,-21.109
27,22,108,-22.877
27,24,108,-24.59
27,26,108,-15.949
27,28,108,-23.129
27,30,108,-25.696
27,32,108,-21.832
27,34,108,-22.67
27,36,108,-23.735
27,38,108,-25.076
27,40,108,-29.779
27,42,108,-38.01
27,44,108,-20.56
27,46,108,-20.546
27,48,108,-19.587
27,50,108,-29.637
27,52,108,-17.8
27,54,108,-19.138
27,56,108,-30.899
27,58,108,-15.038
27,60,108,-22.756
27,62,108,-44.906
27,64,108,-32.45
27,66,108,-27.54
27,68,108,-32.077
27,70,108,-19.843
27,72,108,-18.942
27,74,108,-20.826
27,76,108,-20.527
27,78,108,-17.116
27,80,108,-18.01
27,82,108,-22.949
27,84,108,-22.073
27,86,108,-23.073
27,88,108,-20.105
27,90,108,-31.142
27,-90,110,-17.197
27,-88,110,-20.493
27,-86,110,-25.623
27,-84,110,-23.419
27,-82,110,-15.648
27,-80,110,-21.913
27,-78,110,-24.91
27,-76,110,-23.323
27,-74,110,-24.221
27,-72,110,-22.659
27,-70,110,-30.548
27,-68,110,-33.153
27,-66,110,-26.118
27,-64,110,-22.276
27,-62,110,-24.889
27,-60,110,-27.617
27,-58,110,-33.23
27,-56,110,-20.947
27,-54,110,-23.567
27,-52,110,-23.767
27,-50,110,-25.761
27,-48,110,-32.887
27,-46,110,-22.717
27,-44,110,-23.855
27,-42,110,-28.509
27,-40,110,-23.611
27,-38,110,-25.157
27,-36,110,-18.296
27,-34,110,-25.456
27,-32,110,-25.502
27,-30,110,-18.593
27,-28,110,-25.186
27,-26,110,-25.198
27,-24,110,-21.99
27,-22,110,-35.005
27,-20,110,-31.73
27,-18,110,-20.078
27,-16,110,-21.498
27,-14,110,-41.05
27,-12,110,-16.827
27,-10,110,-18.35
27,-8,110,-12.633
27,-6,110,-11.289
27,-4,110,-10.104
27,-2,110,-5.6112
27,0,110,1.8608
27,2,110,-3.6972
27,4,110,-13.385
27,6,110,-23.58
27,8,110,-22.107
27,10,110,-22.756
27,12,110,-19.72
27,14,110,-15.95
27,16,110,-13.418
27,18,110,-34.989
27,20,110,-23.412
27,22,110,-21.277
27,24,110,-20.742
27,26,110,-16.231
27,28,110,-24.344
27,30,110,-26.26
27,32,110,-18.231
27,34,110,-22.955
27,36,110,-25.156
27,38,110,-27.905
27,40,110,-24.265
27,42,110,-30.623
27,44,110,-17.404
27,46,110,-30.176
27,48,110,-20.328
27,50,110,-23.113
27,52,110,-26.204
27,54,110,-16.239
27,56,110,-21.503
27,58,110,-21.855
27,60,110,-28.16
27,62,110,-30.979
27,64,110,-34.053
27,66,110,-29.228
27,68,110,-19.991
27,70,110,-35.652
27,72,110,-24.304
27,74,110,-22.116
27,76,110,-30.15
27,78,110,-19.112
27,80,110,-18.04
27,82,110,-21.044
27,84,110,-27.876
27,86,110,-22.651
27,88,110,-20.18
27,90,110,-52.387
27,-90,112,-15.802
27,-88,112,-24.675
27,-86,112,-18.067
27,-84,112,-24.961
27,-82,112,-15.917
27,-80,112,-20.518
27,-78,112,-34.884
27,-76,112,-28.647
27,-74,112,-22.481
27,-72,112,-22.67
27,-70,112,-30.163
27,-68,112,-23.567
27,-66,112,-23.015
27,-64,112,-27.792
27,-62,112,-26.554
27,-60,112,-28.395
27,-58,112,-30.463
27,-56,112,-22.208
27,-54,112,-31.206
27,-52,112,-29.895
27,-50,112,-24.268
27,-48,112,-22.015
27,-46,112,-19.597
27,-44,112,-26.845
27,-42,112,-32.433
27,-40,112,-23.446
27,-38,112,-28.122
27,-36,112,-20.235
27,-34,112,-30.668
27,-32,112,-23.505
27,-30,112,-17.693
27,-28,112,-27.302
27,-26,112,-22.148
27,-24,112,-22.962
27,-22,112,-34.11
27,-20,112,-29.129
27,-18,112,-19.735
27,-16,112,-20.507
27,-14,112,-28.212
27,-12,112,-15.94
27,-10,112,-20.503
27,-8,112,-12.167
27,-6,112,-9.6172
27,-4,112,-9.9372
27,-2,112,-5.6382
27,0,112,1.8158
27,2,112,-3.7832
27,4,112,-13.558
27,6,112,-28.06
27,8,112,-25.438
27,10,112,-23.671
27,12,112,-20.228
27,14,112,-16.235
27,16,112,-14.546
27,18,112,-24.023
27,20,112,-24.516
27,22,112,-21.358
27,24,112,-18.292
27,26,112,-17.507
27,28,112,-24.646
27,30,112,-26.177
27,32,112,-21.127
27,34,112,-23.834
27,36,112,-23.851
27,38,112,-25.276
27,40,112,-21.533
27,42,112,-23.149
27,44,112,-18.716
27,46,112,-31.979
27,48,112,-31.631
27,50,112,-25.613
27,52,112,-26.108
27,54,112,-21.825
27,56,112,-18.757
27,58,112,-25.446
27,60,112,-30.39
27,62,112,-38.64
27,64,112,-36.441
27,66,112,-35.364
27,68,112,-19.95
27,70,112,-23.222
27,72,112,-32.588
27,74,112,-29.203
27,76,112,-32.172
27,78,112,-24.161
27,80,112,-19.416
27,82,112,-28.901
27,84,112,-21.854
27,86,112,-23.508
27,88,112,-22.905
27,90,112,-22.532
27,-90,114,-14.531
27,-88,114,-26.176
27,-86,114,-25.071
27,-84,114,-23.413
27,-82,114,-20.057
27,-80,114,-26.082
27,-78,114,-28.82
27,-76,114,-25.227
27,-74,114,-20.346
27,-72,114,-21.237
27,-70,114,-33.616
27,-68,114,-25.067
27,-66,114,-26.068
27,-64,114,-29.7
27,-62,114,-27.231
27,-60,114,-31.062
27,-58,114,-40.001
27,-56,114,-22.617
27,-54,114,-20.931
27,-52,114,-20.383
27,-50,114,-20.137
27,-48,114,-22.841
27,-46,114,-23.617
27,-44,114,-25.763
27,-42,114,-31.749
27,-40,114,-22.109
27,-38,114,-25.347
27,-36,114,-23.777
27,-34,114,-32.346
27,-32,114,-20.952
27,-30,114,-17.264
27,-28,114,-24.662
27,-26,114,-19.47
27,-24,114,-19.894
27,-22,114,-26.985
27,-20,114,-23.22
27,-18,114,-18.372
27,-16,114,-23.448
27,-14,114,-23.318
27,-12,114,-15.17
27,-10,114,-23.992
27,-8,114,-12.156
27,-6,114,-7.9722
27,-4,114,-9.7582
27,-2,114,-5.5242
27,0,114,1.7828
27,2,114,-3.8652
27,4,114,-13.644
27,6,114,-25.434
27,8,114,-26.008
27,10,114,-24.421
27,12,114,-21.743
27,14,114,-18.324
27,16,114,-15.107
27,18,114,-21.375
27,20,114,-24.844
27,22,114,-22.367
27,24,114,-17.836
27,26,114,-18.102
27,28,114,-27.521
27,30,114,-23.877
27,32,114,-19.04
27,34,114,-28.442
27,36,114,-27.896
27,38,114,-18.969
27,40,114,-23.144
27,42,114,-19.519
27,44,114,-29.563
27,46,114,-29.899
27,48,114,-20.951
27,50,114,-27.505
27,52,114,-16.741
27,54,114,-21.608
27,56,114,-19.193
27,58,114,-25.275
27,60,114,-27.11
27,62,114,-31.829
27,64,114,-27.412
27,66,114,-26.375
27,68,114,-23.779
27,70,114,-33.65
27,72,114,-25.711
27,74,114,-27.965
27,76,114,-22.621
27,78,114,-20.442
27,80,114,-17.291
27,82,114,-21.92
27,84,114,-18.113
27,86,114,-17.996
27,88,114,-18.998
27,90,114,-21.323
27,-90,116,-16.573
27,-88,116,-19.222
27,-86,116,-18.151
27,-84,116,-25.565
27,-82,116,-16.185
27,-80,116,-22.66
27,-78,116,-23.607
27,-76,116,-22.645
27,-74,116,-22.481
27,-72,116,-23.676
27,-70,116,-35.214
27,-68,116,-33.521
27,-66,116,-21.507
27,-64,116,-24.106
27,-62,116,-26.351
27,-60,116,-26.045
27,-58,116,-24.253
27,-56,116,-19.578
27,-54,116,-20.501
27,-52,116,-21.95
27,-50,116,-25.923
27,-48,116,-32.345
27,-46,116,-20.119
27,-44,116,-21.526
27,-42,116,-33.103
27,-40,116,-23.788
27,-38,116,-26.501
27,-36,116,-20.899
27,-34,116,-31.31
27,-32,116,-19.694
27,-30,116,-18.758
27,-28,116,-27.031
27,-26,116,-18.502
27,-24,116,-20.183
27,-22,116,-25.966
27,-20,116,-22.584
27,-18,116,-16.551
27,-16,116,-32.775
27,-14,116,-22.03
27,-12,116,-15.609
27,-10,116,-26.628
27,-8,116,-12.773
27,-6,116,-6.6012
27,-4,116,-9.6132
27,-2,116,-5.1012
27,0,116,1.7608
27,2,116,-3.7692
27,4,116,-13.01
27,6,116,-26.041
27,8,116,-31.509
27,10,116,-26.474
27,12,116,-22.801
27,14,116,-20.517
27,16,116,-15.886
27,18,116,-19.463
27,20,116,-23.904
27,22,116,-23.536
27,24,116,-19.262
27,26,116,-18.534
27,28,116,-26.47
27,30,116,-21.558
27,32,116,-16.297
27,34,116,-32.075
27,36,116,-28.346
27,38,116,-17.904
27,40,116,-26.92
27,42,116,-22.714
27,44,116,-40.286
27,46,116,-26.31
27,48,116,-19.074
27,50,116,-15.93
27,52,116,-20.793
27,54,116,-16.708
27,56,116,-21.316
27,58,116,-23.614
27,60,116,-21.3
27,62,116,-31.907
27,64,116,-21.863
27,66,116,-25.468
27,68,116,-21.253
27,70,116,-26.832
27,72,116,-24.861
27,74,116,-24.495
27,76,116,-20.964
27,78,116,-24.958
27,80,116,-23.878
27,82,116,-19.05
27,84,116,-22.906
27,86,116,-24.686
27,88,116,-24.435
27,90,116,-26.63
27,-90,118,-19.156
27,-88,118,-19.451
27,-86,118,-25.271
27,-84,118,-27.097
27,-82,118,-16.115
27,-80,118,-19.325
27,-78,118,-31.013
27,-76,118,-32.675
27,-74,118,-25.458
27,-72,118,-21.783
27,-70,118,-23.08
27,-68,118,-25.288
27,-66,118,-22.544
27,-64,118,-28.385
27,-62,118,-20.959
27,-60,118,-36.475
27,-58,118,-23.942
27,-56,118,-25.037
27,-54,118,-29.351
27,-52,118,-32.104
27,-50,118,-24.754
27,-48,118,-25.958
27,-46,118,-20.89
27,-44,118,-22.01
27,-42,118,-39.245
27,-40,118,-24.461
27,-38,118,-23.493
27,-36,118,-19.064
27,-34,118,-26.024
27,-32,118,-19.421
27,-30,118,-23.143
27,-28,118,-31.288
27,-26,118,-17.841
27,-24,118,-21.934
27,-22,118,-27.43
27,-20,118,-25.349
27,-18,118,-16.18
27,-16,118,-25.421
27,-14,118,-22.446
27,-12,118,-16.887
27,-10,118,-28.238
27,-8,118,-13.21
27,-6,118,-5.8212
27,-4,118,-9.3952
27,-2,118,-4.7652
27,0,118,1.5868
27,2,118,-3.8312
27,4,118,-12.942
27,6,118,-27.409
27,8,118,-33.808
27,10,118,-25.893
27,12,118,-27.298
27,14,118,-27.002
27,16,118,-17.214
27,18,118,-18.98
27,20,118,-22.981
27,22,118,-28.195
27,24,118,-19.578
27,26,118,-19.819
27,28,118,-23.223
27,30,118,-22.239
27,32,118,-15.758
27,34,118,-23.637
27,36,118,-50.73
27,38,118,-18.665
27,40,118,-26.976
27,42,118,-30.393
27,44,118,-34.767
27,46,118,-21.4
27,48,118,-24.739
27,50,118,-20.43
27,52,118,-32.239
27,54,118,-21.274
27,56,118,-23.365
27,58,118,-25.112
27,60,118,-26.16
27,62,118,-22.771
27,64,118,-29.839
27,66,118,-37.312
27,68,118,-25.297
27,70,118,-28.315
27,72,118,-31.276
27,74,118,-26.584
27,76,118,-21.075
27,78,118,-23.225
27,80,118,-26.221
27,82,118,-27.349
27,84,118,-23.413
27,86,118,-29.768
27,88,118,-25.4
27,90,118,-28.76
27,-90,120,-16.857
27,-88,120,-17.005
27,-86,120,-19.772
27,-84,120,-20.494
27,-82,120,-16.639
27,-80,120,-23.44
27,-78,120,-31.459
27,-76,120,-21.747
27,-74,120,-21.302
27,-72,120,-23.012
27,-70,120,-39.349
27,-68,120,-38.014
27,-66,120,-26.66
27,-64,120,-26.922
27,-62,120,-27.099
27,-60,120,-34.418
27,-58,120,-22.57
27,-56,120,-20.601
27,-54,120,-27.629
27,-52,120,-20.761
27,-50,120,-21.286
27,-48,120,-37.093
27,-46,120,-32.22
27,-44,120,-26.698
27,-42,120,-24.514
27,-40,120,-24.495
27,-38,120,-23.586
27,-36,120,-20.408
27,-34,120,-26.597
27,-32,120,-22.262
27,-30,120,-26.685
27,-28,120,-23.845
27,-26,120,-21.075
27,-24,120,-20.28
27,-22,120,-27.232
27,-20,120,-23.353
27,-18,120,-18.157
27,-16,120,-19.118
27,-14,120,-22.565
27,-12,120,-17.231
27,-10,120,-29.964
27,-8,120,-14.216
27,-6,120,-5.4852
27,-4,120,-8.7632
27,-2,120,-4.4012
27,0,120,1.5928
27,2,120,-3.9982
27,4,120,-12.497
27,6,120,-25.766
27,8,120,-42.01
27,10,120,-23.497
27,12,120,-28.625
27,14,120,-35.923
27,16,120,-18.866
27,18,120,-20.59
27,20,120,-25.618
27,22,120,-27.385
27,24,120,-21.078
27,26,120,-18.419
27,28,120,-20.394
27,30,120,-27.415
27,32,120,-17.021
27,34,120,-22.142
27,36,120,-23.117
27,38,120,-19.197
27,40,120,-27.943
27,42,120,-44.84
27,44,120,-28.717
27,46,120,-21.394
27,48,120,-16.799
27,50,120,-34.512
27,52,120,-17.602
27,54,120,-20.109
27,56,120,-29.099
27,58,120,-26.619
27,60,120,-29.122
27,62,120,-25.985
27,64,120,-22.459
27,66,120,-19.319
27,68,120,-22.01
27,70,120,-34.32
27,72,120,-25.276
27,74,120,-24.109
27,76,120,-25.924
27,78,120,-20.449
27,80,120,-18.551
27,82,120,-20.434
27,84,120,-26.701
27,86,120,-25.76
27,88,120,-21.88
27,90,120,-30.741
27,-90,122,-17.48
27,-88,122,-20.948
27,-86,122,-19.291
27,-84,122,-20.924
27,-82,122,-15.362
27,-80,122,-23.68
27,-78,122,-26.26
27,-76,122,-27.193
27,-74,122,-25.236
27,-72,122,-25.449
27,-70,122,-29.475
27,-68,122,-26.642
27,-66,122,-23.782
27,-64,122,-28.822
27,-62,122,-32.08
27,-60,122,-25.396
27,-58,122,-21.87
27,-56,122,-23.276
27,-54,122,-24.804
27,-52,122,-23.216
27,-50,122,-30.857
27,-48,122,-28.308
27,-46,122,-21.233
27,-44,122,-22.508
27,-42,122,-23.391
27,-40,122,-26.702
27,-38,122,-26.281
27,-36,122,-23.005
27,-34,122,-39.238
27,-32,122,-25.03
27,-30,122,-21.065
27,-28,122,-26.173
27,-26,122,-21.578
27,-24,122,-20.58
27,-22,122,-23.787
27,-20,122,-18.783
27,-18,122,-30.01
27,-16,122,-18.748
27,-14,122,-21.733
27,-12,122,-18.333
27,-10,122,-27.952
27,-8,122,-15.266
27,-6,122,-5.6562
27,-4,122,-8.1362
27,-2,122,-4.0902
27,0,122,1.5478
27,2,122,-3.8902
27,4,122,-11.803
27,6,122,-23.699
27,8,122,-36.466
27,10,122,-21.741
27,12,122,-33.418
27,14,122,-28.674
27,16,122,-23.614
27,18,122,-21.954
27,20,122,-25.462
27,22,122,-23.924
27,24,122,-25.332
27,26,122,-19.468
27,28,122,-20.647
27,30,122,-23.304
27,32,122,-21.842
27,34,122,-21.292
27,36,122,-19.051
27,38,122,-21.669
27,40,122,-32.887
27,42,122,-25.983
27,44,122,-24.854
27,46,122,-20.867
27,48,122,-16.276
27,50,122,-22.984
27,52,122,-18.62
27,54,122,-17.822
27,56,122,-28.221
27,58,122,-21.851
27,60,122,-30.461
27,62,122,-28.718
27,64,122,-24.89
27,66,122,-21.515
27,68,122,-24.58
27,70,122,-35.162
27,72,122,-24.241
27,74,122,-24.194
27,76,122,-29.207
27,78,122,-28.034
27,80,122,-27.432
27,82,122,-21.709
27,84,122,-26.705
27,86,122,-35.798
27,88,122,-27.541
27,90,122,-27.522
27,-90,124,-18.139
27,-88,124,-19.434
27,-86,124,-19.728
27,-84,124,-18.099
27,-82,124,-16.518
27,-80,124,-20.949
27,-78,124,-23.925
27,-76,124,-24.234
27,-74,124,-23.173
27,-72,124,-23.803
27,-70,124,-25.734
27,-68,124,-25.998
27,-66,124,-27.635
27,-64,124,-26.865
27,-62,124,-23.328
27,-60,124,-30.139
27,-58,124,-32.581
27,-56,124,-21.577
27,-54,124,-23.488
27,-52,124,-21.249
27,-50,124,-29.967
27,-48,124,-19.577
27,-46,124,-20.496
27,-44,124,-23.08
27,-42,124,-27.43
27,-40,124,-24.517
27,-38,124,-26.555
27,-36,124,-27.712
27,-34,124,-32.635
27,-32,124,-21.279
27,-30,124,-17.948
27,-28,124,-28.666
27,-26,124,-23.023
27,-24,124,-20.112
27,-22,124,-29.572
27,-20,124,-17.914
27,-18,124,-23.629
27,-16,124,-20.024
27,-14,124,-20.506
27,-12,124,-19.036
27,-10,124,-25.863
27,-8,124,-17.358
27,-6,124,-6.3142
27,-4,124,-6.8452
27,-2,124,-3.7912
27,0,124,1.5598
27,2,124,-4.0102
27,4,124,-11.552
27,6,124,-23.413
27,8,124,-27.749
27,10,124,-21.669
27,12,124,-38.527
27,14,124,-26.226
27,16,124,-30.387
27,18,124,-23.415
27,20,124,-26.292
27,22,124,-23.824
27,24,124,-25.21
27,26,124,-20.292
27,28,124,-25.011
27,30,124,-18.446
27,32,124,-24.955
27,34,124,-23.206
27,36,124,-18.334
27,38,124,-26.792
27,40,124,-24.945
27,42,124,-19.729
27,44,124,-21.927
27,46,124,-19.487
27,48,124,-19.514
27,50,124,-22.323
27,52,124,-26.58
27,54,124,-20.416
27,56,124,-20.047
27,58,124,-58.59
27,60,124,-24.448
27,62,124,-25.722
27,64,124,-34.67
27,66,124,-26.167
27,68,124,-40.592
27,70,124,-46.507
27,72,124,-32.152
27,74,124,-22.226
27,76,124,-24.524
27,78,124,-35.116
27,80,124,-20.431
27,82,124,-34.606
27,84,124,-17.977
27,86,124,-19.38
27,88,124,-20.784
27,90,124,-40.083
27,-90,126,-18.772
27,-88,126,-19.451
27,-86,126,-20.753
27,-84,126,-19.348
27,-82,126,-14.989
27,-80,126,-20.746
27,-78,126,-26.851
27,-76,126,-27.822
27,-74,126,-26.884
27,-72,126,-25.864
27,-70,126,-42.27
27,-68,126,-35.556
27,-66,126,-24.784
27,-64,126,-25.239
27,-62,126,-26.759
27,-60,126,-27.749
27,-58,126,-19.557
27,-56,126,-22.053
27,-54,126,-27.991
27,-52,126,-19.086
27,-50,126,-25.762
27,-48,126,-25.708
27,-46,126,-24.778
27,-44,126,-26.493
27,-42,126,-26.389
27,-40,126,-24.447
27,-38,126,-25.247
27,-36,126,-25.316
27,-34,126,-29.682
27,-32,126,-21.253
27,-30,126,-19.168
27,-28,126,-28.346
27,-26,126,-21.165
27,-24,126,-22.715
27,-22,126,-32.478
27,-20,126,-22.733
27,-18,126,-18.258
27,-16,126,-24.581
27,-14,126,-19.033
27,-12,126,-22.071
27,-10,126,-21.186
27,-8,126,-21.073
27,-6,126,-7.5972
27,-4,126,-5.7752
27,-2,126,-3.3402
27,0,126,1.4618
27,2,126,-4.0532
