f[GHz],theta[deg],phi[deg],RCS[dB]
37,-64,138,-26.789
37,-62,138,-23.06
37,-60,138,-26.158
37,-58,138,-25.247
37,-56,138,-22.955
37,-54,138,-29.845
37,-52,138,-37.316
37,-50,138,-23.722
37,-48,138,-31.66
37,-46,138,-27.791
37,-44,138,-21.975
37,-42,138,-16.929
37,-40,138,-31.105
37,-38,138,-32.422
37,-36,138,-29.837
37,-34,138,-24.21
37,-32,138,-19.493
37,-30,138,-18.484
37,-28,138,-23.867
37,-26,138,-26.964
37,-24,138,-27.904
37,-22,138,-28.219
37,-20,138,-32.565
37,-18,138,-23.335
37,-16,138,-26.787
37,-14,138,-23.053
37,-12,138,-16.488
37,-10,138,-14.238
37,-8,138,-13.854
37,-6,138,-3.6384
37,-4,138,-3.5324
37,-2,138,3.0396
37,0,138,2.8476
37,2,138,-0.64642
37,4,138,-10.272
37,6,138,-19.849
37,8,138,-21.808
37,10,138,-23.949
37,12,138,-25.892
37,14,138,-20.552
37,16,138,-21.789
37,18,138,-17.462
37,20,138,-29.186
37,22,138,-22.924
37,24,138,-40.676
37,26,138,-20.754
37,28,138,-17.163
37,30,138,-24.86
37,32,138,-15.577
37,34,138,-17.614
37,36,138,-18.75
37,38,138,-21.866
37,40,138,-22.441
37,42,138,-25.795
37,44,138,-27.427
37,46,138,-20.073
37,48,138,-30.138
37,50,138,-25.437
37,52,138,-21.708
37,54,138,-33.049
37,56,138,-28.945
37,58,138,-28.954
37,60,138,-29.224
37,62,138,-19.035
37,64,138,-28.901
37,66,138,-17.398
37,68,138,-15.306
37,70,138,-19.077
37,72,138,-22.801
37,74,138,-22.142
37,76,138,-15.688
37,78,138,-20.129
37,80,138,-15.305
37,82,138,-20.506
37,84,138,-16.474
37,86,138,-20.503
37,88,138,-19.184
37,90,138,-19.66
37,-90,140,-31.731
37,-88,140,-35.942
37,-86,140,-26.266
37,-84,140,-21.268
37,-82,140,-21.287
37,-80,140,-22.162
37,-78,140,-22.972
37,-76,140,-29.626
37,-74,140,-21.87
37,-72,140,-30.371
37,-70,140,-27.38
37,-68,140,-24.04
37,-66,140,-23.906
37,-64,140,-18.593
37,-62,140,-21.256
37,-60,140,-28.482
37,-58,140,-35.779
37,-56,140,-23.064
37,-54,140,-21.42
37,-52,140,-24.423
37,-50,140,-27.564
37,-48,140,-22.274
37,-46,140,-27.759
37,-44,140,-25.192
37,-42,140,-39.282
37,-40,140,-34.269
37,-38,140,-31.791
37,-36,140,-28.477
37,-34,140,-21.982
37,-32,140,-16.284
37,-30,140,-35.715
37,-28,140,-20.239
37,-26,140,-23.627
37,-24,140,-24.19
37,-22,140,-23.498
37,-20,140,-25.435
37,-18,140,-22.403
37,-16,140,-18.931
37,-14,140,-21.547
37,-12,140,-16.756
37,-10,140,-13.981
37,-8,140,-16.904
37,-6,140,-4.4374
37,-4,140,-2.9544
37,-2,140,3.2996
37,0,140,3.0046
37,2,140,-0.60942
37,4,140,-9.8034
37,6,140,-18.286
37,8,140,-23.631
37,10,140,-20.874
37,12,140,-21.545
37,14,140,-17.346
37,16,140,-22.397
37,18,140,-24.408
37,20,140,-27.751
37,22,140,-21.558
37,24,140,-28.678
37,26,140,-23.526
37,28,140,-15.917
37,30,140,-25.389
37,32,140,-15.569
37,34,140,-16.593
37,36,140,-22.319
37,38,140,-21.234
37,40,140,-28.679
37,42,140,-22.549
37,44,140,-23.015
37,46,140,-23.037
37,48,140,-23.291
37,50,140,-23.23
37,52,140,-25.307
37,54,140,-22.465
37,56,140,-15.353
37,58,140,-16.605
37,60,140,-16.701
37,62,140,-35.915
37,64,140,-22.152
37,66,140,-15.007
37,68,140,-18.383
37,70,140,-28.722
37,72,140,-20.066
37,74,140,-15.113
37,76,140,-14.718
37,78,140,-11.905
37,80,140,-13.836
37,82,140,-18.807
37,84,140,-18.207
37,86,140,-23.539
37,88,140,-29.335
37,90,140,-18.522
37,-90,142,-23.826
37,-88,142,-33.406
37,-86,142,-22.746
37,-84,142,-24.383
37,-82,142,-26.296
37,-80,142,-26.648
37,-78,142,-28.759
37,-76,142,-23.677
37,-74,142,-22.484
37,-72,142,-30.797
37,-70,142,-26.071
37,-68,142,-27.792
37,-66,142,-27.079
37,-64,142,-22.72
37,-62,142,-22.726
37,-60,142,-24.285
37,-58,142,-21.771
37,-56,142,-23.919
37,-54,142,-25.702
37,-52,142,-22.899
37,-50,142,-19.141
37,-48,142,-24.718
37,-46,142,-31.882
37,-44,142,-25.336
37,-42,142,-27.054
37,-40,142,-30.784
37,-38,142,-39.449
37,-36,142,-39.945
37,-34,142,-33.463
37,-32,142,-17.944
37,-30,142,-36.012
37,-28,142,-31.737
37,-26,142,-28.266
37,-24,142,-26.39
37,-22,142,-21.973
37,-20,142,-17.863
37,-18,142,-33.605
37,-16,142,-17.535
37,-14,142,-22.516
37,-12,142,-16.672
37,-10,142,-16.21
37,-8,142,-17.44
37,-6,142,-5.6054
37,-4,142,-1.5754
37,-2,142,3.4026
37,0,142,3.0296
37,2,142,-0.63342
37,4,142,-9.3384
37,6,142,-16.791
37,8,142,-28.917
37,10,142,-22.37
37,12,142,-19.253
37,14,142,-17.768
37,16,142,-22.156
37,18,142,-23.683
37,20,142,-18.094
37,22,142,-24.104
37,24,142,-23.04
37,26,142,-23.266
37,28,142,-22.268
37,30,142,-25.962
37,32,142,-15.312
37,34,142,-18.277
37,36,142,-25.846
37,38,142,-25.512
37,40,142,-25.336
37,42,142,-23.474
37,44,142,-30.101
37,46,142,-23.181
37,48,142,-24.622
37,50,142,-24.493
37,52,142,-35.352
37,54,142,-28.617
37,56,142,-21.942
37,58,142,-24.983
37,60,142,-19.184
37,62,142,-18.444
37,64,142,-37.188
37,66,142,-22.414
37,68,142,-28.402
37,70,142,-19.625
37,72,142,-16.058
37,74,142,-25.563
37,76,142,-19.983
37,78,142,-16.365
37,80,142,-13.481
37,82,142,-15.735
37,84,142,-16.855
37,86,142,-20.664
37,88,142,-30.707
37,90,142,-20.987
37,-90,144,-20.415
37,-88,144,-23.951
37,-86,144,-30.853
37,-84,144,-21.079
37,-82,144,-27.385
37,-80,144,-20.854
37,-78,144,-18.783
37,-76,144,-33.402
37,-74,144,-25.529
37,-72,144,-23.159
37,-70,144,-27.788
37,-68,144,-23.295
37,-66,144,-34.612
37,-64,144,-25.951
37,-62,144,-34.501
37,-60,144,-24.711
37,-58,144,-30.203
37,-56,144,-29.352
37,-54,144,-32.036
37,-52,144,-29.543
37,-50,144,-24.485
37,-48,144,-29.236
37,-46,144,-23.564
37,-44,144,-34.467
37,-42,144,-25.695
37,-40,144,-22.101
37,-38,144,-25.378
37,-36,144,-26.952
37,-34,144,-28.053
37,-32,144,-22.474
37,-30,144,-30.755
37,-28,144,-20.937
37,-26,144,-31.702
37,-24,144,-23.2
37,-22,144,-27.55
37,-20,144,-20.698
37,-18,144,-26.249
37,-16,144,-18.735
37,-14,144,-19.246
37,-12,144,-15.824
37,-10,144,-21.882
37,-8,144,-15.201
37,-6,144,-6.9324
37,-4,144,-0.65242
37,-2,144,3.7416
37,0,144,2.9196
37,2,144,-0.63042
37,4,144,-9.3134
37,6,144,-16.265
37,8,144,-30.363
37,10,144,-22.037
37,12,144,-16.535
37,14,144,-21.348
37,16,144,-15.559
37,18,144,-24.226
37,20,144,-17.894
37,22,144,-29.286
37,24,144,-17.893
37,26,144,-35.544
37,28,144,-21.721
37,30,144,-27
37,32,144,-20.656
37,34,144,-19.582
37,36,144,-22.724
37,38,144,-23.158
37,40,144,-24.151
37,42,144,-22.059
37,44,144,-26.017
37,46,144,-18.964
37,48,144,-23.185
37,50,144,-23.182
37,52,144,-28.348
37,54,144,-18.309
37,56,144,-24.478
37,58,144,-35.104
37,60,144,-35.842
37,62,144,-23.15
37,64,144,-28.331
37,66,144,-18.208
37,68,144,-21.287
37,70,144,-16.757
37,72,144,-19.371
37,74,144,-26.45
37,76,144,-23.852
37,78,144,-18.635
37,80,144,-18.694
37,82,144,-25.867
37,84,144,-21.774
37,86,144,-28.252
37,88,144,-27.193
37,90,144,-24.24
37,-90,146,-37.493
37,-88,146,-23.583
37,-86,146,-22.437
37,-84,146,-24.619
37,-82,146,-30.162
37,-80,146,-31.218
37,-78,146,-24.257
37,-76,146,-35.116
37,-74,146,-19.288
37,-72,146,-27.851
37,-70,146,-24.233
37,-68,146,-29.668
37,-66,146,-23.637
37,-64,146,-18.787
37,-62,146,-26.204
37,-60,146,-29.258
37,-58,146,-25.153
37,-56,146,-19.114
37,-54,146,-25.506
37,-52,146,-29.628
37,-50,146,-24.508
37,-48,146,-30.842
37,-46,146,-23.796
37,-44,146,-25.857
37,-42,146,-33.592
37,-40,146,-24.428
37,-38,146,-25.907
37,-36,146,-22.589
37,-34,146,-28.245
37,-32,146,-14.139
37,-30,146,-22.865
37,-28,146,-31.198
37,-26,146,-27.587
37,-24,146,-18.649
37,-22,146,-28.088
37,-20,146,-24.189
37,-18,146,-22.656
37,-16,146,-26.803
37,-14,146,-20.321
37,-12,146,-19.24
37,-10,146,-17.538
37,-8,146,-17.348
37,-6,146,-10.436
37,-4,146,0.29858
37,-2,146,4.0906
37,0,146,3.0206
37,2,146,-0.40842
37,4,146,-9.2234
37,6,146,-15.759
37,8,146,-29.629
37,10,146,-24.052
37,12,146,-16.657
37,14,146,-32.106
37,16,146,-15.318
37,18,146,-18.307
37,20,146,-27.672
37,22,146,-25.937
37,24,146,-16.62
37,26,146,-22.193
37,28,146,-17.297
37,30,146,-22.197
37,32,146,-17.025
37,34,146,-17.843
37,36,146,-26.827
37,38,146,-23.173
37,40,146,-23.737
37,42,146,-22.504
37,44,146,-29.359
37,46,146,-17.672
37,48,146,-33.851
37,50,146,-18.699
37,52,146,-24.96
37,54,146,-38.544
37,56,146,-35.897
37,58,146,-35.2
37,60,146,-20.962
37,62,146,-16.986
37,64,146,-21.898
37,66,146,-20.692
37,68,146,-20.119
37,70,146,-28.692
37,72,146,-20.864
37,74,146,-25.447
37,76,146,-18.624
37,78,146,-14.944
37,80,146,-15.941
37,82,146,-22.689
37,84,146,-25.503
37,86,146,-23.752
37,88,146,-25.556
37,90,146,-19.919
37,-90,148,-21.036
37,-88,148,-23.177
37,-86,148,-19
37,-84,148,-16.679
37,-82,148,-18.122
37,-80,148,-33.751
37,-78,148,-32.525
37,-76,148,-28.332
37,-74,148,-18.989
37,-72,148,-24.364
37,-70,148,-23.45
37,-68,148,-47.718
37,-66,148,-20.619
37,-64,148,-20.271
37,-62,148,-20.942
37,-60,148,-25.231
37,-58,148,-23.107
37,-56,148,-28.838
37,-54,148,-36.465
37,-52,148,-27.329
37,-50,148,-19.533
37,-48,148,-27.871
37,-46,148,-27.527
37,-44,148,-25.331
37,-42,148,-28.129
37,-40,148,-26.937
37,-38,148,-20.626
37,-36,148,-45.405
37,-34,148,-24.08
37,-32,148,-22.972
37,-30,148,-18.414
37,-28,148,-37.376
37,-26,148,-36.484
37,-24,148,-16.07
37,-22,148,-30.04
37,-20,148,-25.629
37,-18,148,-21.15
37,-16,148,-33.25
37,-14,148,-21.635
37,-12,148,-24.268
37,-10,148,-16.761
37,-8,148,-25.186
37,-6,148,-13.356
37,-4,148,0.64358
37,-2,148,4.2966
37,0,148,2.9806
37,2,148,-0.39842
37,4,148,-9.1644
37,6,148,-14.054
37,8,148,-25.103
37,10,148,-19.938
37,12,148,-19.081
37,14,148,-24.588
37,16,148,-14.894
37,18,148,-18.011
37,20,148,-28.852
37,22,148,-22.927
37,24,148,-19.883
37,26,148,-16.898
37,28,148,-20.655
37,30,148,-20.099
37,32,148,-22.28
37,34,148,-32.3
37,36,148,-29.186
37,38,148,-22.01
37,40,148,-30.325
37,42,148,-27.357
37,44,148,-29.597
37,46,148,-22.759
37,48,148,-28.595
37,50,148,-25.696
37,52,148,-23.85
37,54,148,-20.11
37,56,148,-19.433
37,58,148,-16.717
37,60,148,-34.613
37,62,148,-27.374
37,64,148,-34.21
37,66,148,-22.238
37,68,148,-23.461
37,70,148,-19.734
37,72,148,-22.009
37,74,148,-18.694
37,76,148,-34.52
37,78,148,-17.549
37,80,148,-14.523
37,82,148,-17.296
37,84,148,-32.31
37,86,148,-25.099
37,88,148,-20.546
37,90,148,-17.358
37,-90,150,-46.273
37,-88,150,-22
37,-86,150,-32.142
37,-84,150,-26.279
37,-82,150,-16.348
37,-80,150,-18.701
37,-78,150,-31.682
37,-76,150,-29.198
37,-74,150,-21.455
37,-72,150,-22.276
37,-70,150,-19.183
37,-68,150,-29.624
37,-66,150,-23.977
37,-64,150,-32.85
37,-62,150,-19.403
37,-60,150,-23.139
37,-58,150,-29.078
37,-56,150,-23.892
37,-54,150,-40.223
37,-52,150,-32.807
37,-50,150,-27.879
37,-48,150,-24.346
37,-46,150,-28.228
37,-44,150,-29.19
37,-42,150,-26.814
37,-40,150,-44.735
37,-38,150,-29.651
37,-36,150,-23.531
37,-34,150,-16.388
37,-32,150,-31.317
37,-30,150,-17.123
37,-28,150,-24.036
37,-26,150,-32.271
37,-24,150,-19.934
37,-22,150,-22.802
37,-20,150,-27.706
37,-18,150,-23.768
37,-16,150,-25.794
37,-14,150,-26.491
37,-12,150,-23.024
37,-10,150,-22.319
37,-8,150,-18.775
37,-6,150,-13.776
37,-4,150,0.53458
37,-2,150,4.5386
37,0,150,2.9696
37,2,150,-0.39642
37,4,150,-9.0374
37,6,150,-15.056
37,8,150,-25.431
37,10,150,-18.609
37,12,150,-21.893
37,14,150,-23.089
37,16,150,-13.887
37,18,150,-19.663
37,20,150,-27.84
37,22,150,-26.064
37,24,150,-30.219
37,26,150,-21.708
37,28,150,-37.355
37,30,150,-25.467
37,32,150,-17.987
37,34,150,-37.066
37,36,150,-22.044
37,38,150,-34.299
37,40,150,-29.269
37,42,150,-29.748
37,44,150,-28.498
37,46,150,-18.737
37,48,150,-21.457
37,50,150,-22.29
37,52,150,-17.827
37,54,150,-21.216
37,56,150,-22.031
37,58,150,-40.869
37,60,150,-22.274
37,62,150,-26.958
37,64,150,-23.808
37,66,150,-16.234
37,68,150,-18.461
37,70,150,-23.264
37,72,150,-17.738
37,74,150,-27.788
37,76,150,-18.329
37,78,150,-15.369
37,80,150,-17.713
37,82,150,-20.234
37,84,150,-25.415
37,86,150,-18.928
37,88,150,-20.392
37,90,150,-25.76
37,-90,152,-19.4
37,-88,152,-26.915
37,-86,152,-23.489
37,-84,152,-21.395
37,-82,152,-37.952
37,-80,152,-27.097
37,-78,152,-28.011
37,-76,152,-30.979
37,-74,152,-23.506
37,-72,152,-24.197
37,-70,152,-27.809
37,-68,152,-24.081
37,-66,152,-25.347
37,-64,152,-20.65
37,-62,152,-17.093
37,-60,152,-25.551
37,-58,152,-31.417
37,-56,152,-31.625
37,-54,152,-25.188
37,-52,152,-22.287
37,-50,152,-26.374
37,-48,152,-32.123
37,-46,152,-29.606
37,-44,152,-29.057
37,-42,152,-28.763
37,-40,152,-20.489
37,-38,152,-39.046
37,-36,152,-22.941
37,-34,152,-18.966
37,-32,152,-19.36
37,-30,152,-17.619
37,-28,152,-23.845
37,-26,152,-25.218
37,-24,152,-21.016
37,-22,152,-23.056
37,-20,152,-23.932
37,-18,152,-25.348
37,-16,152,-21.135
37,-14,152,-20.733
37,-12,152,-21.641
37,-10,152,-16.265
37,-8,152,-13.745
37,-6,152,-13.166
37,-4,152,0.53958
37,-2,152,4.8706
37,0,152,2.6936
37,2,152,-0.20442
37,4,152,-8.5034
37,6,152,-13.738
37,8,152,-20.903
37,10,152,-19.036
37,12,152,-27.161
37,14,152,-17.223
37,16,152,-13.347
37,18,152,-19.507
37,20,152,-23.226
37,22,152,-20.791
37,24,152,-24.941
37,26,152,-19.619
37,28,152,-25.003
37,30,152,-18.413
37,32,152,-18.463
37,34,152,-24.253
37,36,152,-25.72
37,38,152,-28.559
37,40,152,-19.865
37,42,152,-21.861
37,44,152,-23.618
37,46,152,-17.656
37,48,152,-23.315
37,50,152,-22.6
37,52,152,-15.995
37,54,152,-21.551
37,56,152,-19.93
37,58,152,-20.209
37,60,152,-29.18
37,62,152,-19.158
37,64,152,-22.408
37,66,152,-22.614
37,68,152,-24.971
37,70,152,-20.889
37,72,152,-21.62
37,74,152,-21.678
37,76,152,-15.403
37,78,152,-11.334
37,80,152,-16.045
37,82,152,-17.262
37,84,152,-23.685
37,86,152,-27.816
37,88,152,-19.789
37,90,152,-24.054
37,-90,154,-30.81
37,-88,154,-31.5
37,-86,154,-18.86
37,-84,154,-24.452
37,-82,154,-38.647
37,-80,154,-28.353
37,-78,154,-20.778
37,-76,154,-20.563
37,-74,154,-30.917
37,-72,154,-26.449
37,-70,154,-19.99
37,-68,154,-25.117
37,-66,154,-24.993
37,-64,154,-30.917
37,-62,154,-21.905
37,-60,154,-44.638
37,-58,154,-35.817
37,-56,154,-23.256
37,-54,154,-42.934
37,-52,154,-22.431
37,-50,154,-22.087
37,-48,154,-30.4
37,-46,154,-25.445
37,-44,154,-21.213
37,-42,154,-31.143
37,-40,154,-37.558
37,-38,154,-22.431
37,-36,154,-22.526
37,-34,154,-28.19
37,-32,154,-15.298
37,-30,154,-24.986
37,-28,154,-17.985
37,-26,154,-22.24
37,-24,154,-19.503
37,-22,154,-27.28
37,-20,154,-20.126
37,-18,154,-26.024
37,-16,154,-24.027
37,-14,154,-16.603
37,-12,154,-18.019
37,-10,154,-13.392
37,-8,154,-12.69
37,-6,154,-10.249
37,-4,154,0.18358
37,-2,154,5.1696
37,0,154,2.7976
37,2,154,0.03758
37,4,154,-8.4434
37,6,154,-15.058
37,8,154,-19.103
37,10,154,-19.203
37,12,154,-22.773
37,14,154,-15.128
37,16,154,-13.854
37,18,154,-20.43
37,20,154,-25.971
37,22,154,-26.769
37,24,154,-18.267
37,26,154,-20.9
37,28,154,-16.542
37,30,154,-26.722
37,32,154,-17.133
37,34,154,-19.21
37,36,154,-22.962
37,38,154,-22.457
37,40,154,-18.265
37,42,154,-22.389
37,44,154,-33.652
37,46,154,-23.647
37,48,154,-22.511
37,50,154,-29.319
37,52,154,-19.116
37,54,154,-34.002
37,56,154,-15.816
37,58,154,-22.026
37,60,154,-35.269
37,62,154,-20.688
37,64,154,-24.588
37,66,154,-17.014
37,68,154,-29.184
37,70,154,-16.005
37,72,154,-20.884
37,74,154,-25.552
37,76,154,-17.639
37,78,154,-23.776
37,80,154,-15.136
37,82,154,-21.829
37,84,154,-28.349
37,86,154,-23.576
37,88,154,-18.914
37,90,154,-24.251
37,-90,156,-36.33
37,-88,156,-25.772
37,-86,156,-20.68
37,-84,156,-19.12
37,-82,156,-19.432
37,-80,156,-22.65
37,-78,156,-30.02
37,-76,156,-34.457
37,-74,156,-28.558
37,-72,156,-33.957
37,-70,156,-28.54
37,-68,156,-16.974
37,-66,156,-16.704
37,-64,156,-18.753
37,-62,156,-22.831
37,-60,156,-21.867
37,-58,156,-27.228
37,-56,156,-23.023
37,-54,156,-26.401
37,-52,156,-21.226
37,-50,156,-22.428
37,-48,156,-26.11
37,-46,156,-23.4
37,-44,156,-30.486
37,-42,156,-29.722
37,-40,156,-32.527
37,-38,156,-31.224
37,-36,156,-20.993
37,-34,156,-32.741
37,-32,156,-20.771
37,-30,156,-21.259
37,-28,156,-32.04
37,-26,156,-24.865
37,-24,156,-24.241
37,-22,156,-29.776
37,-20,156,-26.575
37,-18,156,-20.841
37,-16,156,-26.829
37,-14,156,-14.861
37,-12,156,-16.554
37,-10,156,-14.693
37,-8,156,-11.953
37,-6,156,-7.3014
37,-4,156,0.30858
37,-2,156,5.2756
37,0,156,2.9046
37,2,156,0.01658
37,4,156,-7.6924
37,6,156,-16.857
37,8,156,-17.81
37,10,156,-26.515
37,12,156,-21.662
37,14,156,-17.174
37,16,156,-14.402
37,18,156,-28.516
37,20,156,-27.08
37,22,156,-28.676
37,24,156,-18.861
37,26,156,-19.473
37,28,156,-18.703
37,30,156,-17.957
37,32,156,-23.62
37,34,156,-23.553
37,36,156,-24.159
37,38,156,-23.594
37,40,156,-21.343
37,42,156,-22.843
37,44,156,-19.859
37,46,156,-22.046
37,48,156,-20.819
37,50,156,-26.308
37,52,156,-16.92
37,54,156,-16.035
37,56,156,-19.172
37,58,156,-17.304
37,60,156,-18.873
37,62,156,-11.816
37,64,156,-18.084
37,66,156,-24.061
37,68,156,-20.241
37,70,156,-27.388
37,72,156,-20.061
37,74,156,-20.372
37,76,156,-18.169
37,78,156,-14.947
37,80,156,-17.174
37,82,156,-26.258
37,84,156,-20.13
37,86,156,-36.829
37,88,156,-21.466
37,90,156,-14.861
37,-90,158,-24.736
37,-88,158,-26.129
37,-86,158,-20.469
37,-84,158,-31.472
37,-82,158,-18.135
37,-80,158,-20.172
37,-78,158,-23.75
37,-76,158,-33.806
37,-74,158,-27.159
37,-72,158,-26.263
37,-70,158,-18.932
37,-68,158,-19.363
37,-66,158,-17.544
37,-64,158,-26.998
37,-62,158,-20.397
37,-60,158,-25.57
37,-58,158,-23.719
37,-56,158,-26.039
37,-54,158,-26.011
37,-52,158,-27.004
37,-50,158,-28.24
37,-48,158,-29.633
37,-46,158,-30.193
37,-44,158,-24.774
37,-42,158,-32.621
37,-40,158,-25.136
37,-38,158,-29.667
37,-36,158,-31.718
37,-34,158,-15.627
37,-32,158,-16.673
37,-30,158,-19.562
37,-28,158,-18.778
37,-26,158,-37.994
37,-24,158,-19.915
37,-22,158,-34.086
37,-20,158,-20.92
37,-18,158,-21.09
37,-16,158,-19.905
37,-14,158,-16.366
37,-12,158,-14.364
37,-10,158,-16.806
37,-8,158,-11.416
37,-6,158,-5.2784
37,-4,158,0.16158
37,-2,158,5.5286
37,0,158,2.6856
37,2,158,0.55858
37,4,158,-7.6794
37,6,158,-18.186
37,8,158,-16.271
37,10,158,-40.79
37,12,158,-19.459
37,14,158,-28.309
37,16,158,-16.25
37,18,158,-24.347
37,20,158,-38.595
37,22,158,-27.123
37,24,158,-21.735
37,26,158,-21.708
37,28,158,-20.602
37,30,158,-24.675
37,32,158,-35.148
37,34,158,-25.312
37,36,158,-27.45
37,38,158,-23.863
37,40,158,-29.104
37,42,158,-43.045
37,44,158,-24.828
37,46,158,-22.454
37,48,158,-23.111
37,50,158,-36.05
37,52,158,-25.162
37,54,158,-19.474
37,56,158,-21.326
37,58,158,-22.227
37,60,158,-17.477
37,62,158,-12.651
37,64,158,-25.24
37,66,158,-21.533
37,68,158,-21.858
37,70,158,-21.859
37,72,158,-24.585
37,74,158,-18.844
37,76,158,-13.678
37,78,158,-15.278
37,80,158,-17.261
37,82,158,-21.863
37,84,158,-17.078
37,86,158,-38.33
37,88,158,-25.105
37,90,158,-16.269
37,-90,160,-21.877
37,-88,160,-28.251
37,-86,160,-13.875
37,-84,160,-14.536
37,-82,160,-23.229
37,-80,160,-20.35
37,-78,160,-20.211
37,-76,160,-24.119
37,-74,160,-26.106
37,-72,160,-33.005
37,-70,160,-20.54
37,-68,160,-15.455
37,-66,160,-16.63
37,-64,160,-16.669
37,-62,160,-26.133
37,-60,160,-31.033
37,-58,160,-25.976
37,-56,160,-23.255
37,-54,160,-22.589
37,-52,160,-27.696
37,-50,160,-27.223
37,-48,160,-35.586
37,-46,160,-34.236
37,-44,160,-22.49
37,-42,160,-21.163
37,-40,160,-23.214
37,-38,160,-24.971
37,-36,160,-29
37,-34,160,-21.845
37,-32,160,-19.493
37,-30,160,-15.641
37,-28,160,-32.564
37,-26,160,-21.082
37,-24,160,-31.116
37,-22,160,-30.075
37,-20,160,-33.46
37,-18,160,-22.356
37,-16,160,-29.608
37,-14,160,-34.773
37,-12,160,-16.494
37,-10,160,-16.482
37,-8,160,-12.922
37,-6,160,-4.1564
37,-4,160,0.53958
37,-2,160,5.6826
37,0,160,2.5626
37,2,160,0.33958
37,4,160,-6.4574
37,6,160,-19.595
37,8,160,-17.998
37,10,160,-53.579
37,12,160,-22.716
37,14,160,-26.344
37,16,160,-20.394
37,18,160,-15.108
37,20,160,-39.094
37,22,160,-23.124
37,24,160,-13.531
37,26,160,-18.029
37,28,160,-23.888
37,30,160,-22.755
37,32,160,-18.741
37,34,160,-19.442
37,36,160,-26.997
37,38,160,-24.128
37,40,160,-26.391
37,42,160,-21.15
37,44,160,-25.914
37,46,160,-21.092
37,48,160,-25.283
37,50,160,-28.046
37,52,160,-29.842
37,54,160,-20.688
37,56,160,-23.649
37,58,160,-14.842
37,60,160,-15.127
37,62,160,-19.599
37,64,160,-18.492
37,66,160,-22.22
37,68,160,-16.43
37,70,160,-22.139
37,72,160,-19.821
37,74,160,-21.79
37,76,160,-18.855
37,78,160,-14.156
37,80,160,-14.205
37,82,160,-17.517
37,84,160,-25.919
37,86,160,-26.22
37,88,160,-24.836
37,90,160,-19.143
37,-90,162,-18.762
37,-88,162,-25.129
37,-86,162,-17.519
37,-84,162,-21.99
37,-82,162,-16.822
37,-80,162,-18.186
37,-78,162,-25.535
37,-76,162,-29.342
37,-74,162,-16.051
37,-72,162,-23.515
37,-70,162,-28.619
37,-68,162,-14.434
37,-66,162,-16.752
37,-64,162,-15.958
37,-62,162,-20.574
37,-60,162,-29.972
37,-58,162,-21.488
37,-56,162,-22.094
37,-54,162,-23.861
37,-52,162,-26.673
37,-50,162,-34.179
37,-48,162,-26.675
37,-46,162,-26.636
37,-44,162,-35.965
37,-42,162,-23.921
37,-40,162,-21.348
37,-38,162,-32.121
37,-36,162,-25.065
37,-34,162,-21.842
37,-32,162,-28.197
37,-30,162,-27.146
37,-28,162,-22.485
37,-26,162,-24.411
37,-24,162,-33.809
37,-22,162,-23.598
37,-20,162,-15.798
37,-18,162,-28.219
37,-16,162,-21.097
37,-14,162,-19.928
37,-12,162,-23.961
37,-10,162,-15.221
37,-8,162,-12.745
37,-6,162,-3.5034
37,-4,162,1.2976
37,-2,162,5.8276
37,0,162,2.4496
37,2,162,0.79958
37,4,162,-5.5224
37,6,162,-18.434
37,8,162,-16.27
37,10,162,-30.515
37,12,162,-23.337
37,14,162,-19.493
37,16,162,-45.871
37,18,162,-13.007
37,20,162,-26.646
37,22,162,-38.334
37,24,162,-12.378
37,26,162,-14.301
37,28,162,-14.489
37,30,162,-22.291
37,32,162,-19.189
37,34,162,-21.713
37,36,162,-24.081
37,38,162,-19.421
37,40,162,-17.768
37,42,162,-17.887
37,44,162,-18.367
37,46,162,-29.381
37,48,162,-22.896
37,50,162,-23.217
37,52,162,-30.467
37,54,162,-22.365
37,56,162,-28.553
37,58,162,-15.072
37,60,162,-19.479
37,62,162,-21.048
37,64,162,-13.561
37,66,162,-20.45
37,68,162,-21.351
37,70,162,-19.82
37,72,162,-22.71
37,74,162,-20.951
37,76,162,-20.278
37,78,162,-14.683
37,80,162,-19.524
37,82,162,-21.647
37,84,162,-20.35
37,86,162,-20.649
37,88,162,-25.382
37,90,162,-20.567
37,-90,164,-16.867
37,-88,164,-23.533
37,-86,164,-12.997
37,-84,164,-14.124
37,-82,164,-28.116
37,-80,164,-20.078
37,-78,164,-21.051
37,-76,164,-29.079
37,-74,164,-26.327
37,-72,164,-22.39
37,-70,164,-19.867
37,-68,164,-24.525
37,-66,164,-15.085
37,-64,164,-18.994
37,-62,164,-17.771
37,-60,164,-23.193
37,-58,164,-23.515
37,-56,164,-18.547
37,-54,164,-25.79
37,-52,164,-22.955
37,-50,164,-30.606
37,-48,164,-20.396
37,-46,164,-36.207
37,-44,164,-32.785
37,-42,164,-23.764
37,-40,164,-18.253
37,-38,164,-22.196
37,-36,164,-28.812
37,-34,164,-24.661
37,-32,164,-17.153
37,-30,164,-26.608
37,-28,164,-29.5
37,-26,164,-34.127
37,-24,164,-19.12
37,-22,164,-20.612
37,-20,164,-19.283
37,-18,164,-18.74
37,-16,164,-23.038
37,-14,164,-22.148
37,-12,164,-17.115
37,-10,164,-17.273
37,-8,164,-11.96
